Employee No.,Gender,Education,Education Field,Job Role,Department,Age group,Work Location,Attrition,Attrition Date,Attrition Label,Dynamic Date,Age,Attrition,Avg. Satisfaction Score,Employee Count,Environment Satisfaction,Attrition Count,Job Involvement,Job Satisfaction,Monthly Income,Percent Salary Hike,Performance Rating,Placeholder,Relationship Satisfaction,Work Life Balance
E_224,Male,Bachelor's Degree,Medical,Research Scientist,R & D,25-34,Noida,No,,Current Employees,,27,0,2.8,1,3,,2,3,2566,15,3,0,4,2
E_226,Female,Bachelor's Degree,Life Sciences,Manager,R & D,45-55,Noida,No,,Current Employees,,50,0,2.6,1,3,,3,2,19926,15,3,0,2,3
E_227,Male,Bachelor's Degree,Life Sciences,Research Scientist,R & D,35-44,Pune,No,,Current Employees,,41,0,2.2,1,1,,3,3,2451,12,3,0,1,3
E_228,Female,Bachelor's Degree,Life Sciences,Sales Executive,Sales,25-34,Mumbai,No,,Current Employees,,30,0,3,1,2,,3,4,9419,12,3,0,3,3
E_230,Female,Master's Degree,Life Sciences,Sales Executive,Sales,35-44,Delhi,No,,Current Employees,,38,0,2.8,1,1,,2,4,8686,22,4,0,3,4
E_231,Male,Doctoral Degree,Life Sciences,Research Scientist,R & D,25-34,Banglore,No,,Current Employees,,32,0,2.6,1,3,,3,3,3038,20,4,0,1,3
E_233,Male,Bachelor's Degree,Technical Degree,Research Scientist,R & D,25-34,Hydrabad,No,,Current Employees,,27,0,2.8,1,3,,3,2,3058,16,3,0,4,2
E_235,Female,High School,Technical Degree,Sales Representative,Sales,< 25,Noida,Yes,4/23/2022,Attrited Employees,4/1/2022,19,1,2,1,3,1,1,1,2325,21,4,0,1,4
E_238,Male,Associates Degree,Medical,Laboratory Technician,R & D,35-44,Noida,No,,Current Employees,,36,0,2.8,1,4,,3,2,2088,12,3,0,3,2
E_239,Male,Bachelor's Degree,Medical,Laboratory Technician,R & D,25-34,Pune,No,,Current Employees,,30,0,2.6,1,3,,3,1,3072,11,3,0,3,3
E_240,Female,Associates Degree,Life Sciences,Sales Executive,Sales,45-55,Mumbai,No,,Current Employees,,45,0,2.4,1,3,,3,1,5006,11,3,0,1,4
E_241,Female,Bachelor's Degree,Life Sciences,Research Scientist,R & D,> 55,Hydrabad,No,,Current Employees,,56,0,2.6,1,3,,3,1,4257,18,3,0,3,3
E_242,Male,Bachelor's Degree,Life Sciences,Research Scientist,R & D,25-34,Noida,No,,Current Employees,,33,0,3,1,3,,3,4,2500,14,3,0,1,4
E_243,Male,Bachelor's Degree,Life Sciences,Laboratory Technician,R & D,< 25,Pune,Yes,4/17/2022,Attrited Employees,4/1/2022,19,1,2.6,1,2,1,2,4,1102,22,4,0,3,2
E_244,Female,Associates Degree,Marketing,Sales Executive,Sales,45-55,Mumbai,No,,Current Employees,,46,0,2.4,1,2,,3,1,10453,25,4,0,3,3
E_245,Female,Associates Degree,Life Sciences,Laboratory Technician,R & D,35-44,Delhi,No,,Current Employees,,38,0,3.2,1,3,,3,4,2288,12,3,0,3,3
E_246,Female,High School,Medical,Research Scientist,R & D,25-34,Banglore,No,,Current Employees,,31,0,3.2,1,3,,3,4,3929,23,4,0,3,3
E_247,Female,Associates Degree,Medical,Research Scientist,R & D,25-34,Hydrabad,No,,Current Employees,,34,0,3.2,1,4,,3,2,2311,15,3,0,4,3
E_248,Female,Associates Degree,Marketing,Sales Representative,Sales,35-44,Noida,Yes,11/14/2021,Attrited Employees,11/1/2021,41,1,2.6,1,2,1,3,2,3140,22,4,0,4,2
E_249,Male,Bachelor's Degree,Medical,Laboratory Technician,R & D,45-55,Banglore,No,,Current Employees,,50,0,2.8,1,3,,2,3,3690,15,3,0,4,2
E_250,Female,Associates Degree,Medical,Manufacturing Director,R & D,45-55,Hydrabad,No,,Current Employees,,53,0,3,1,4,,4,1,4450,11,3,0,3,3
E_252,Female,Bachelor's Degree,Medical,Research Scientist,R & D,25-34,Noida,No,,Current Employees,,33,0,3.2,1,4,,3,2,2756,13,3,0,4,3
E_253,Female,High School,Medical,Manager,R & D,35-44,Banglore,No,,Current Employees,,40,0,3,1,4,,3,3,19033,14,3,0,2,3
E_254,Male,Master's Degree,Medical,Research Director,R & D,45-55,Hydrabad,No,,Current Employees,,55,0,3.2,1,3,,4,2,18722,11,3,0,4,3
E_256,Male,High School,Life Sciences,Manufacturing Director,R & D,25-34,Noida,No,,Current Employees,,34,0,2.8,1,4,,2,3,9547,17,3,0,3,2
E_258,Female,Bachelor's Degree,Medical,Healthcare Representative,R & D,45-55,Banglore,No,,Current Employees,,51,0,3,1,4,,3,2,13734,18,3,0,3,3
E_259,Male,Master's Degree,Life Sciences,Manager,R & D,45-55,Hydrabad,No,,Current Employees,,52,0,2.4,1,3,,2,3,19999,14,3,0,1,3
E_260,Female,Bachelor's Degree,Medical,Research Scientist,R & D,25-34,Delhi,No,,Current Employees,,27,0,3,1,4,,3,2,2279,16,3,0,4,2
E_261,Male,Associates Degree,Life Sciences,Manufacturing Director,R & D,35-44,Banglore,Yes,7/18/2021,Attrited Employees,7/1/2021,35,1,2.2,1,2,1,2,3,5916,13,3,0,1,3
E_262,Male,Bachelor's Degree,Medical,Research Scientist,R & D,35-44,Hydrabad,No,,Current Employees,,43,0,4,1,4,,4,4,2089,14,3,0,4,4
E_264,Male,Associates Degree,Medical,Manager,R & D,45-55,Noida,No,,Current Employees,,45,0,2.8,1,1,,2,4,16792,23,4,0,4,3
E_267,Male,Bachelor's Degree,Life Sciences,Research Scientist,R & D,35-44,Pune,No,,Current Employees,,37,0,2,1,2,,4,1,3564,12,3,0,1,2
E_269,Female,Bachelor's Degree,Medical,Laboratory Technician,R & D,35-44,Mumbai,No,,Current Employees,,35,0,2.8,1,2,,3,2,4425,11,3,0,4,3
E_270,Female,Associates Degree,Medical,Manufacturing Director,R & D,35-44,Delhi,No,,Current Employees,,42,0,2.8,1,3,,3,3,5265,16,3,0,2,3
E_271,Male,Master's Degree,Life Sciences,Manufacturing Director,R & D,35-44,Banglore,No,,Current Employees,,38,0,3,1,4,,3,3,6553,14,3,0,2,3
E_273,Male,Bachelor's Degree,Technical Degree,Manufacturing Director,R & D,35-44,Hydrabad,No,,Current Employees,,38,0,2.6,1,4,,3,4,6261,18,3,0,1,1
E_274,Male,High School,Technical Degree,Manufacturing Director,R & D,25-34,Noida,No,,Current Employees,,27,0,2.4,1,3,,2,1,4298,19,3,0,3,3
E_275,Male,Master's Degree,Life Sciences,Manufacturing Director,R & D,45-55,Pune,No,,Current Employees,,49,0,3,1,4,,3,4,6804,15,3,0,1,3
E_277,Male,Master's Degree,Medical,Research Scientist,R & D,25-34,Banglore,No,,Current Employees,,34,0,3.6,1,4,,3,3,3815,17,3,0,4,4
E_281,Male,Associates Degree,Medical,Laboratory Technician,R & D,35-44,Banglore,No,,Current Employees,,40,0,3.4,1,3,,3,4,2741,15,3,0,3,4
E_282,Male,High School,Medical,Healthcare Representative,R & D,35-44,Banglore,Yes,10/22/2021,Attrited Employees,10/1/2021,38,1,2.2,1,2,1,3,1,6673,19,3,0,2,3
E_283,Female,Bachelor's Degree,Marketing,Sales Executive,Sales,25-34,Banglore,Yes,9/12/2021,Attrited Employees,9/1/2021,29,1,3,1,2,1,3,4,7639,22,4,0,4,2
E_284,Male,Bachelor's Degree,Life Sciences,Research Scientist,R & D,< 25,Banglore,No,,Current Employees,,22,0,2.6,1,4,,4,2,2328,16,3,0,1,2
E_286,Female,High School,Medical,Laboratory Technician,R & D,35-44,Pune,No,,Current Employees,,36,0,2.6,1,2,,3,4,2153,13,3,0,1,3
E_287,Male,Doctoral Degree,Life Sciences,Healthcare Representative,R & D,35-44,Mumbai,No,,Current Employees,,40,0,3,1,4,,2,4,4876,14,3,0,4,1
E_288,Male,Master's Degree,Medical,Healthcare Representative,R & D,45-55,Delhi,No,,Current Employees,,46,0,2.8,1,4,,3,1,9396,16,3,0,3,3
E_291,Male,Master's Degree,Medical,Sales Executive,Sales,25-34,Delhi,Yes,4/15/2022,Attrited Employees,4/1/2022,32,1,2.8,1,4,1,1,4,10400,11,3,0,3,2
E_292,Male,High School,Life Sciences,Manufacturing Director,R & D,25-34,Delhi,No,,Current Employees,,30,0,2.8,1,3,,2,3,8474,22,4,0,3,3
E_293,Female,Bachelor's Degree,Life Sciences,Sales Executive,Sales,25-34,Delhi,No,,Current Employees,,27,0,3.4,1,4,,3,3,9981,14,3,0,4,3
E_296,Male,Master's Degree,Life Sciences,Research Director,R & D,45-55,Delhi,No,,Current Employees,,51,0,2.2,1,2,,2,2,12490,16,3,0,4,1
E_297,Female,Bachelor's Degree,Technical Degree,Research Scientist,R & D,25-34,Delhi,Yes,3/26/2022,Attrited Employees,3/1/2022,30,1,2.8,1,4,1,3,1,2657,11,3,0,3,3
E_298,Female,Bachelor's Degree,Life Sciences,Manager,Sales,35-44,Delhi,No,,Current Employees,,41,0,3.4,1,4,,3,4,13591,18,3,0,3,3
E_299,Female,Master's Degree,Marketing,Sales Executive,Sales,25-34,Delhi,Yes,9/17/2021,Attrited Employees,9/1/2021,30,1,2.2,1,3,1,2,1,6696,15,3,0,3,2
E_300,Male,Bachelor's Degree,Technical Degree,Research Scientist,R & D,25-34,Hydrabad,Yes,4/27/2022,Attrited Employees,4/1/2022,29,1,3,1,3,1,3,3,2058,14,3,0,4,2
E_302,Female,Bachelor's Degree,Medical,Sales Executive,Sales,45-55,Noida,No,,Current Employees,,45,0,3.4,1,4,,2,4,8865,12,3,0,4,3
E_303,Female,Bachelor's Degree,Marketing,Sales Executive,Sales,45-55,Pune,No,,Current Employees,,54,0,3,1,4,,3,1,5940,14,3,0,4,3
E_304,Male,Associates Degree,Life Sciences,Laboratory Technician,R & D,35-44,Mumbai,No,,Current Employees,,36,0,3.4,1,4,,3,2,5914,16,3,0,4,4
E_305,Female,Master's Degree,Medical,Research Scientist,R & D,25-34,Delhi,No,,Current Employees,,33,0,2.8,1,3,,2,2,2622,21,4,0,4,3
E_306,Male,Bachelor's Degree,Other,Research Director,R & D,35-44,Banglore,No,,Current Employees,,37,0,3,1,2,,3,4,12185,14,3,0,3,3
E_307,Male,Bachelor's Degree,Life Sciences,Sales Executive,Sales,35-44,Hydrabad,No,,Current Employees,,38,0,2.4,1,1,,3,3,10609,12,3,0,3,2
E_308,Male,Master's Degree,Medical,Manufacturing Director,R & D,25-34,Mumbai,No,,Current Employees,,31,0,2.8,1,3,,1,3,4345,12,3,0,4,3
E_309,Male,Bachelor's Degree,Life Sciences,Research Scientist,R & D,> 55,Delhi,No,,Current Employees,,59,0,2.6,1,3,,2,4,2177,17,3,0,1,3
E_311,Male,Master's Degree,Marketing,Sales Representative,Sales,35-44,Banglore,No,,Current Employees,,37,0,2.8,1,1,,3,4,2793,17,3,0,3,3
E_312,Female,High School,Medical,Sales Executive,Sales,25-34,Hydrabad,No,,Current Employees,,29,0,3.2,1,2,,3,4,7918,14,3,0,4,3
E_314,Female,Bachelor's Degree,Marketing,Sales Executive,Sales,35-44,Mumbai,No,,Current Employees,,35,0,2.8,1,3,,3,3,8789,14,3,0,1,4
E_315,Male,High School,Medical,Research Scientist,R & D,25-34,Delhi,Yes,1/7/2022,Attrited Employees,1/1/2022,29,1,2.8,1,3,1,2,4,2389,13,3,0,3,2
E_316,Female,Bachelor's Degree,Life Sciences,Laboratory Technician,R & D,45-55,Banglore,No,,Current Employees,,52,0,2.6,1,3,,2,4,3212,15,3,0,2,2
E_319,Male,Associates Degree,Technical Degree,Manager,R & D,35-44,Hydrabad,No,,Current Employees,,42,0,3.4,1,3,,3,4,19232,11,3,0,4,3
E_321,Male,Associates Degree,Medical,Human Resources,HR,> 55,Mumbai,No,,Current Employees,,59,0,2.8,1,2,,3,3,2267,17,3,0,4,2
E_323,Female,Master's Degree,Medical,Manager,Sales,45-55,Delhi,No,,Current Employees,,50,0,3.2,1,4,,3,4,19517,11,3,0,3,2
E_325,Male,Bachelor's Degree,Medical,Laboratory Technician,R & D,25-34,Banglore,Yes,2/4/2022,Attrited Employees,2/1/2022,33,1,2.8,1,3,1,3,4,2436,13,3,0,3,1
E_327,Female,Bachelor's Degree,Marketing,Manager,Sales,35-44,Banglore,No,,Current Employees,,43,0,3.4,1,4,,3,4,16064,22,4,0,3,3
E_328,Female,Associates Degree,Life Sciences,Laboratory Technician,R & D,25-34,Banglore,Yes,4/17/2022,Attrited Employees,4/1/2022,33,1,2,1,1,1,3,1,2707,20,4,0,1,4
E_329,Male,Master's Degree,Life Sciences,Manager,Sales,45-55,Banglore,No,,Current Employees,,52,0,2.8,1,1,,2,3,19068,18,3,0,4,4
E_330,Female,Associates Degree,Life Sciences,Sales Representative,Sales,25-34,Banglore,No,,Current Employees,,32,0,2.4,1,3,,3,2,3931,11,3,0,1,3
E_331,Male,Bachelor's Degree,Life Sciences,Laboratory Technician,R & D,25-34,Delhi,Yes,4/30/2022,Attrited Employees,4/1/2022,32,1,2.8,1,4,1,2,3,3730,14,3,0,4,1
E_332,Female,Master's Degree,Medical,Laboratory Technician,R & D,35-44,Banglore,No,,Current Employees,,39,0,3,1,3,,3,3,2232,14,3,0,3,3
E_333,Male,Master's Degree,Marketing,Sales Executive,Sales,25-34,Hydrabad,No,,Current Employees,,32,0,2.8,1,3,,3,4,4465,18,3,0,1,3
E_334,Male,Associates Degree,Life Sciences,Research Scientist,R & D,35-44,Noida,No,,Current Employees,,41,0,2,1,3,,3,1,3072,16,3,0,1,2
E_335,Male,Associates Degree,Technical Degree,Research Scientist,R & D,35-44,Pune,No,,Current Employees,,40,0,2.4,1,1,,3,4,3319,17,3,0,1,3
E_336,Male,Bachelor's Degree,Other,Manager,R & D,45-55,Mumbai,No,,Current Employees,,45,0,3.4,1,3,,4,4,19202,11,3,0,3,3
E_337,Male,Master's Degree,Medical,Research Director,R & D,25-34,Delhi,No,,Current Employees,,31,0,2.4,1,2,,3,3,13675,12,3,0,1,3
E_338,Female,Master's Degree,Life Sciences,Research Scientist,R & D,25-34,Banglore,No,,Current Employees,,33,0,2.8,1,3,,2,4,2911,13,3,0,3,2
E_339,Male,Master's Degree,Life Sciences,Manufacturing Director,R & D,25-34,Noida,No,,Current Employees,,34,0,2.4,1,4,,2,1,5957,13,3,0,2,3
E_340,Female,Associates Degree,Medical,Research Scientist,R & D,35-44,Pune,No,,Current Employees,,37,0,1.8,1,3,,2,1,3920,14,3,0,1,2
E_341,Male,Master's Degree,Life Sciences,Manufacturing Director,R & D,45-55,Mumbai,No,,Current Employees,,45,0,3,1,1,,4,3,6434,17,3,0,4,3
E_342,Male,Bachelor's Degree,Medical,Manufacturing Director,R & D,35-44,Delhi,Yes,2/28/2022,Attrited Employees,2/1/2022,37,1,2.4,1,1,1,3,3,10048,11,3,0,2,3
E_343,Female,Master's Degree,Technical Degree,Healthcare Representative,R & D,35-44,Banglore,No,,Current Employees,,39,0,3.2,1,3,,3,3,10938,25,4,0,4,3
E_346,Male,Bachelor's Degree,Life Sciences,Research Scientist,R & D,25-34,Noida,No,,Current Employees,,29,0,2.8,1,3,,3,4,2340,19,3,0,1,3
E_347,Female,Associates Degree,Life Sciences,Research Scientist,R & D,35-44,Pune,No,,Current Employees,,42,0,3,1,4,,4,1,6545,13,3,0,3,3
E_349,Male,Associates Degree,Marketing,Sales Executive,Sales,25-34,Mumbai,No,,Current Employees,,29,0,3.6,1,4,,3,4,6931,14,3,0,4,3
E_350,Female,Bachelor's Degree,Life Sciences,Manufacturing Director,R & D,25-34,Delhi,No,,Current Employees,,25,0,2.8,1,1,,3,3,4898,12,3,0,4,3
E_351,Female,Bachelor's Degree,Medical,Laboratory Technician,R & D,35-44,Banglore,No,,Current Employees,,42,0,2.6,1,4,,2,1,2593,11,3,0,3,3
E_352,Male,Associates Degree,Medical,Research Director,R & D,35-44,Noida,No,,Current Employees,,40,0,2.8,1,1,,3,3,19436,19,3,0,4,3
E_353,Male,Bachelor's Degree,Life Sciences,Research Scientist,R & D,45-55,Pune,No,,Current Employees,,51,0,2.8,1,3,,3,4,2723,11,3,0,2,2
E_355,Male,Associates Degree,Medical,Laboratory Technician,R & D,25-34,Hydrabad,Yes,10/18/2021,Attrited Employees,10/1/2021,31,1,2.6,1,3,1,2,2,3479,11,3,0,2,4
E_359,Male,Bachelor's Degree,Life Sciences,Laboratory Technician,R & D,25-34,Noida,No,,Current Employees,,32,0,2.4,1,2,,4,2,2794,20,4,0,3,1
E_361,Male,Associates Degree,Life Sciences,Sales Executive,Sales,35-44,Pune,No,,Current Employees,,38,0,3.4,1,4,,2,4,5249,18,3,0,4,3
E_362,Male,High School,Technical Degree,Laboratory Technician,R & D,25-34,Mumbai,No,,Current Employees,,32,0,2.8,1,4,,2,1,2176,13,3,0,4,3
E_363,Female,Bachelor's Degree,Technical Degree,Manager,Sales,45-55,Delhi,No,,Current Employees,,46,0,2,1,3,,1,2,16872,12,3,0,2,2
E_364,Male,Master's Degree,Life Sciences,Laboratory Technician,R & D,25-34,Banglore,Yes,4/17/2022,Attrited Employees,4/1/2022,28,1,2.2,1,1,1,3,3,3485,11,3,0,3,1
E_366,Male,Bachelor's Degree,Medical,Sales Executive,Sales,25-34,Hydrabad,No,,Current Employees,,29,0,2,1,1,,2,2,6644,19,3,0,2,3
E_367,Male,Bachelor's Degree,Medical,Healthcare Representative,R & D,25-34,Noida,No,,Current Employees,,31,0,2.6,1,2,,2,4,5582,21,4,0,2,3
E_369,Male,Associates Degree,Life Sciences,Healthcare Representative,R & D,25-34,Pune,No,,Current Employees,,25,0,2.8,1,2,,4,1,4000,12,3,0,4,3
E_372,Male,Associates Degree,Medical,Healthcare Representative,R & D,45-55,Mumbai,No,,Current Employees,,45,0,3,1,3,,3,4,13496,14,3,0,2,3
E_373,Male,Bachelor's Degree,Life Sciences,Laboratory Technician,R & D,35-44,Delhi,No,,Current Employees,,36,0,3.4,1,4,,3,4,3210,11,3,0,3,3
E_374,Male,Bachelor's Degree,Medical,Manager,R & D,45-55,Banglore,No,,Current Employees,,55,0,2.8,1,4,,3,1,19045,14,3,0,3,3
E_376,Male,Master's Degree,Life Sciences,Manager,R & D,45-55,Hydrabad,Yes,11/14/2021,Attrited Employees,11/1/2021,47,1,2.4,1,1,1,3,2,11849,12,3,0,4,2
E_377,Male,Bachelor's Degree,Medical,Research Scientist,R & D,25-34,Banglore,No,,Current Employees,,28,0,3.4,1,4,,3,4,2070,23,4,0,4,2
E_378,Male,Master's Degree,Medical,Sales Executive,Sales,35-44,Banglore,No,,Current Employees,,37,0,3.2,1,3,,3,4,6502,14,3,0,2,4
E_379,Male,Associates Degree,Medical,Research Scientist,R & D,< 25,Banglore,No,,Current Employees,,21,0,2.8,1,4,,2,3,3230,17,3,0,1,4
E_380,Female,Master's Degree,Medical,Research Director,R & D,35-44,Banglore,No,,Current Employees,,37,0,2.4,1,1,,3,4,13603,18,3,0,1,3
E_381,Female,Bachelor's Degree,Life Sciences,Manager,R & D,35-44,Banglore,No,,Current Employees,,35,0,2.4,1,2,,4,2,11996,18,3,0,2,2
E_382,Female,Associates Degree,Medical,Sales Executive,Sales,35-44,Hydrabad,No,,Current Employees,,38,0,2.4,1,1,,4,1,5605,24,4,0,3,3
E_384,Female,Bachelor's Degree,Life Sciences,Manufacturing Director,R & D,25-34,Noida,No,,Current Employees,,26,0,2,1,3,,3,2,6397,20,4,0,1,1
E_385,Male,High School,Life Sciences,Research Director,R & D,45-55,Pune,No,,Current Employees,,50,0,1.8,1,1,,3,2,19144,14,3,0,1,2
E_386,Male,Master's Degree,Medical,Research Director,R & D,45-55,Mumbai,No,,Current Employees,,53,0,3,1,3,,3,3,17584,16,3,0,4,2
E_387,Male,High School,Life Sciences,Sales Executive,Sales,35-44,Delhi,No,,Current Employees,,42,0,2.8,1,2,,3,3,4907,25,4,0,3,3
E_388,Male,Associates Degree,Life Sciences,Sales Executive,Sales,25-34,Delhi,No,,Current Employees,,29,0,2.4,1,2,,3,4,4554,18,3,0,1,2
E_389,Male,Associates Degree,Technical Degree,Laboratory Technician,R & D,45-55,Delhi,No,,Current Employees,,55,0,3.2,1,2,,3,4,5415,19,3,0,4,3
E_390,Male,Associates Degree,Medical,Healthcare Representative,R & D,25-34,Noida,No,,Current Employees,,26,0,2.2,1,1,,3,1,4741,13,3,0,3,3
E_391,Female,Bachelor's Degree,Life Sciences,Research Scientist,R & D,35-44,Pune,No,,Current Employees,,37,0,3.2,1,4,,3,4,2115,12,3,0,2,3
E_392,Male,Bachelor's Degree,Life Sciences,Laboratory Technician,R & D,35-44,Mumbai,Yes,7/1/2021,Attrited Employees,7/1/2021,44,1,3,1,4,1,3,3,3161,22,4,0,4,1
E_393,Male,Master's Degree,Life Sciences,Healthcare Representative,R & D,35-44,Delhi,No,,Current Employees,,38,0,3.2,1,4,,3,4,5745,14,3,0,2,3
E_394,Male,Master's Degree,Medical,Laboratory Technician,R & D,25-34,Noida,Yes,1/21/2022,Attrited Employees,1/1/2022,26,1,2.6,1,1,1,3,2,2373,13,3,0,4,3
E_395,Female,Associates Degree,Life Sciences,Research Scientist,R & D,25-34,Pune,No,,Current Employees,,28,0,3.6,1,4,,3,4,3310,21,4,0,4,3
E_396,Female,Master's Degree,Life Sciences,Research Director,R & D,45-55,Mumbai,No,,Current Employees,,49,0,2.8,1,3,,3,1,18665,11,3,0,4,3
E_397,Male,Bachelor's Degree,Technical Degree,Research Scientist,R & D,35-44,Delhi,No,,Current Employees,,36,0,3,1,3,,3,2,4485,12,3,0,4,3
E_399,Female,Bachelor's Degree,Marketing,Sales Representative,Sales,25-34,Noida,No,,Current Employees,,31,0,2.8,1,4,,3,2,2789,11,3,0,3,2
E_401,Male,Master's Degree,Marketing,Sales Executive,Sales,25-34,Pune,Yes,4/7/2022,Attrited Employees,4/1/2022,26,1,3,1,4,1,2,4,5828,12,3,0,2,3
E_403,Male,Bachelor's Degree,Medical,Research Scientist,R & D,35-44,Mumbai,No,,Current Employees,,37,0,2.8,1,2,,3,4,2326,12,3,0,3,2
E_404,Female,Bachelor's Degree,Marketing,Sales Executive,Sales,35-44,Delhi,No,,Current Employees,,42,0,3.2,1,3,,3,2,13525,14,3,0,4,4
E_405,Male,Bachelor's Degree,Life Sciences,Laboratory Technician,R & D,< 25,Noida,Yes,4/4/2022,Attrited Employees,4/1/2022,18,1,3,1,3,1,3,3,1420,13,3,0,3,3
E_406,Male,Bachelor's Degree,Marketing,Sales Executive,Sales,35-44,Pune,No,,Current Employees,,35,0,2.6,1,3,,3,2,8020,15,3,0,3,2
E_407,Male,Master's Degree,Life Sciences,Laboratory Technician,R & D,35-44,Mumbai,No,,Current Employees,,36,0,3.6,1,3,,4,4,3688,18,3,0,4,3
E_408,Male,Bachelor's Degree,Medical,Manufacturing Director,R & D,45-55,Delhi,No,,Current Employees,,51,0,2.8,1,4,,1,2,5482,18,3,0,4,3
E_410,Male,Master's Degree,Life Sciences,Manager,Sales,35-44,Delhi,No,,Current Employees,,41,0,2.8,1,4,,3,2,16015,19,3,0,2,3
E_411,Female,Bachelor's Degree,Medical,Sales Representative,Sales,< 25,Delhi,No,,Current Employees,,18,0,2.6,1,4,,2,3,1200,12,3,0,1,3
E_412,Male,Associates Degree,Medical,Healthcare Representative,R & D,25-34,Delhi,No,,Current Employees,,28,0,2.6,1,2,,4,1,5661,19,3,0,3,3
E_416,Male,Bachelor's Degree,Technical Degree,Sales Executive,Sales,25-34,Delhi,No,,Current Employees,,31,0,2.8,1,2,,4,4,6929,11,3,0,2,2
E_417,Male,Bachelor's Degree,Medical,Healthcare Representative,R & D,35-44,Mumbai,No,,Current Employees,,39,0,2.8,1,3,,4,4,9613,17,3,0,1,2
E_419,Female,Master's Degree,Life Sciences,Laboratory Technician,R & D,35-44,Delhi,No,,Current Employees,,36,0,2.6,1,2,,3,2,5674,15,3,0,3,3
E_420,Male,Bachelor's Degree,Life Sciences,Sales Executive,Sales,25-34,Noida,No,,Current Employees,,32,0,2.8,1,4,,2,3,5484,14,3,0,3,2
E_421,Female,Associates Degree,Life Sciences,Research Director,R & D,35-44,Pune,No,,Current Employees,,38,0,2.2,1,1,,2,2,12061,17,3,0,3,3
E_422,Male,Master's Degree,Life Sciences,Healthcare Representative,R & D,> 55,Delhi,No,,Current Employees,,58,0,3,1,4,,1,3,5660,13,3,0,4,3
E_423,Male,Master's Degree,Technical Degree,Research Scientist,R & D,25-34,Delhi,No,,Current Employees,,31,0,3.2,1,3,,3,4,4821,12,3,0,3,3
E_424,Male,Bachelor's Degree,Human Resources,Human Resources,HR,25-34,Noida,No,,Current Employees,,31,0,2.2,1,1,,2,1,6410,12,3,0,4,3
E_425,Male,Bachelor's Degree,Life Sciences,Laboratory Technician,R & D,45-55,Pune,No,,Current Employees,,45,0,1.8,1,1,,3,1,5210,18,3,0,1,3
E_426,Male,Master's Degree,Life Sciences,Research Scientist,R & D,25-34,Mumbai,No,,Current Employees,,31,0,2.6,1,3,,3,4,2695,18,3,0,2,1
E_428,Female,Master's Degree,Life Sciences,Manager,R & D,25-34,Delhi,No,,Current Employees,,33,0,2.8,1,4,,3,2,11878,11,3,0,2,3
E_429,Male,High School,Medical,Manager,R & D,35-44,Noida,No,,Current Employees,,39,0,2.8,1,3,,3,1,17068,14,3,0,4,3
E_430,Female,Master's Degree,Life Sciences,Laboratory Technician,R & D,35-44,Pune,No,,Current Employees,,43,0,2.8,1,3,,3,4,2455,19,3,0,1,3
E_431,Female,Associates Degree,Technical Degree,Healthcare Representative,R & D,45-55,Mumbai,No,,Current Employees,,49,0,3,1,3,,2,3,13964,12,3,0,4,3
E_433,Male,Master's Degree,Medical,Research Scientist,R & D,45-55,Delhi,Yes,3/18/2022,Attrited Employees,3/1/2022,52,1,2,1,3,1,2,2,4941,15,3,0,1,2
E_434,Female,Bachelor's Degree,Life Sciences,Research Scientist,R & D,25-34,Banglore,No,,Current Employees,,27,0,2.4,1,3,,3,2,2478,12,3,0,2,2
E_436,Female,Associates Degree,Technical Degree,Sales Executive,Sales,25-34,Hydrabad,No,,Current Employees,,32,0,2.8,1,3,,2,2,5228,11,3,0,4,3
E_437,Male,Bachelor's Degree,Life Sciences,Sales Executive,Sales,25-34,Noida,No,,Current Employees,,27,0,2.8,1,4,,3,3,4478,11,3,0,1,3
E_438,Male,Bachelor's Degree,Marketing,Sales Executive,Sales,25-34,Pune,No,,Current Employees,,31,0,3.6,1,4,,3,4,7547,12,3,0,4,3
